发布时间,来源,标题,状态,答复部门,类型,链接
2018-07-20,反映问题,快乐舞步音响噪音扰民。,已回复,体育局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29508.html
2018-07-20,反映问题,医疗保险注销,已回复,人力资源和社会保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29507.html
2018-07-19,反映问题,反映常青花园小区长期停水,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/29503.html
2018-07-19,反映问题,反映沿江公园国际象棋景观西义工演唱团扰民问题,已回复,公安局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29498.html
2018-07-16,反映问题,反映小区居民拆承重墙把一楼改成门市,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29483.html
2018-07-16,反映问题,反映我的企业买断钱去哪儿了,已回复,人力资源和社会保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29473.html
2018-06-25,反映问题,建议在胜利路山水家园小区西侧路段增设红绿灯,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/29322.html
2018-06-24,反映问题,反映毕业生在线注销医保卡,已回复,人力资源和社会保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29319.html
2018-06-22,反映问题,反映接入大网供热问题,已回复,供热办,反映问题,http://www.jms.gov.cn/html/zmhd/content/29312.html
2018-06-20,反映问题,反映机动车走人行道,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/29301.html
2018-06-20,反映问题,反映六一路路面严重破损需要维修,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29300.html
2018-06-19,反映问题,反映占地养老保险,已回复,人力资源和社会保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29293.html
2018-06-19,反映问题,反映关于长安桥西桥头交通不顺畅的问题,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/29290.html
2018-06-19,反映问题,反映佳木斯市友谊路中兴村（兴家村）近乡街北路灯又不亮了,已回复,郊区,反映问题,http://www.jms.gov.cn/html/zmhd/content/29289.html
2018-06-05,反映问题,反映下水管主管道堵塞,已回复,住房保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29215.html
2018-06-05,反映问题,反映能否帮助小微企业起死回生,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29213.html
2018-06-04,反映问题,养老保险,已回复,人力资源和社会保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29207.html
2018-06-04,反映问题,强烈要求1路车恢复亚麻厂——我的家原始线路！！！,已回复,交通运输局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29206.html
2018-06-03,反映问题,反映糖厂社区彩道板改造不彻底,已回复,郊区,反映问题,http://www.jms.gov.cn/html/zmhd/content/29200.html
2018-06-02,反映问题,反映八中门口施工问题,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29195.html
2018-06-02,反映问题,反映天福码头高音喇叭揽客噪音扰民,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/29194.html
2018-06-01,反映问题,反映郊区万象街万象国际小区一楼门市违规霸占人行道板,已回复,郊区,反映问题,http://www.jms.gov.cn/html/zmhd/content/29184.html
2018-05-30,反映问题,反映临街商家占用已经划线的公共停车位,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29176.html
2018-05-30,反映问题,建议调整公交线路,已回复,交通运输局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29175.html
2018-05-21,反映问题,反映物业不管事,已回复,住房保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29122.html
2018-05-21,反映问题,反映物业不管事只收费,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/29121.html
2018-05-21,反映问题,反映自来水管线存在设计缺陷,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29119.html
2018-05-20,反映问题,反映关于郊区松桦路北段道路问题,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29116.html
2018-05-19,反映问题,反映21世纪幼儿园接送孩子车违停,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/29113.html
2018-05-19,反映问题,反映火车站出口从没出站到车站广场大量喊站揽客人员,已回复,交通运输局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29107.html
2018-05-19,反映问题,关于光复路浦东商厦至第二加油站路段设置非机动车围栏的建议,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/29106.html
2018-05-18,反映问题,反映路边停车,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/29102.html
2018-05-17,反映问题,关于东风区玫瑰园小区物业管理问题的反映,已回复,住房保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29097.html
2018-05-16,反映问题,建议给网民的信息要尽量准确,已回复,人力资源和社会保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29093.html
2018-05-08,反映问题,高铁佳木斯西站附近何时修路,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29051.html
2018-05-08,反映问题,关于65岁以上老人乘车免费问题,已回复,民政局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29049.html
2018-05-08,反映问题,反映怡安社区49号楼与51号楼之间庭院绿化带围挡能否清除,已回复,前进区,反映问题,http://www.jms.gov.cn/html/zmhd/content/29048.html
2018-05-08,反映问题,反映物业弃管郊区交通局家属楼顶楼漏雨严重,已回复,郊区,反映问题,http://www.jms.gov.cn/html/zmhd/content/29047.html
2018-05-07,反映问题,恳请交警队打击电动三轮车,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/29044.html
2018-05-07,反映问题,反映居民楼舞蹈班扰民,已回复,环境保护局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29039.html
2018-05-06,反映问题,反映学校运动会,已回复,教育局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29030.html
2018-05-06,反映问题,反映杏林河,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29029.html
2018-05-06,反映问题,反映万达门前停车现象严重,已回复,公安局,反映问题,http://www.jms.gov.cn/html/zmhd/content/29028.html
2018-04-26,反映问题,反映前进区光华路沿线为什么总停水,已回复,水务局,反映问题,http://www.jms.gov.cn/html/zmhd/content/28972.html
2018-04-23,反映问题,反映居民楼下开舞蹈班工商局管一管,已回复,工商局,反映问题,http://www.jms.gov.cn/html/zmhd/content/28961.html
2018-04-23,反映问题,反映小区强制摊派收费,已回复,物价监督管理局,反映问题,http://www.jms.gov.cn/html/zmhd/content/28957.html
2018-04-22,反映问题,关于小区供热公共维修收费问题是否合理合法,已回复,供热办,反映问题,http://www.jms.gov.cn/html/zmhd/content/28953.html
2018-04-21,反映问题,反映道路问题,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/28949.html
2018-04-21,反映问题,反映自来水改造后后续问题亟待解决,已回复,龙江环保供水有限公司,反映问题,http://www.jms.gov.cn/html/zmhd/content/28943.html
2018-04-20,反映问题,反映道板破损,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/28939.html
2018-04-20,反映问题,反映小区乱建,已回复,住房保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/28938.html
2018-04-20,反映问题,反映我市道路导向有不合理之处,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/28934.html
2018-04-19,反映问题,反映佳木斯市碧水澜庭房产证问题,已回复,房屋交易与产权管理中心,反映问题,http://www.jms.gov.cn/html/zmhd/content/28929.html
2018-08-04,反映问题,小区能否多安装摄像头,已回复,住房保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/39646.html
2018-08-04,反映问题,咨询供热报停必须要等过两个供暖期结束，第三年才可以吗,已回复,供热办,反映问题,http://www.jms.gov.cn/html/zmhd/content/39620.html
2018-09-28,反映问题,请求开通 佳木斯大学至佳木斯站 公交线路,已回复,交通运输局,反映问题,http://www.jms.gov.cn/html/zmhd/content/39962.html
2018-03-13,反映问题,反映是否考虑增加19线,已回复,交通运输局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8614.html
2018-03-13,反映问题,反映郊区永丰家园手续齐全不给办理房照,已回复,房屋交易与产权管理中心,反映问题,http://www.jms.gov.cn/html/zmhd/content/8612.html
2018-03-13,反映问题,反映郊区永丰家园根据新规定可以办理房照,已回复,信访局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8610.html
2018-03-12,反映问题,反映社保每年都要按手印但是人在外地，没办法每年回来怎么办啊,已回复,人力资源和社会保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8607.html
2018-03-10,反映问题,反映物业公司可以随便放弃原有管理的小区吗,已回复,信访局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8600.html
2018-03-10,反映问题,反映非法营运何时停,已回复,公交办,反映问题,http://www.jms.gov.cn/html/zmhd/content/8599.html
2018-03-08,反映问题,反映应该严厉打击我市高利贷违法活动,已回复,公安局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8595.html
2018-03-06,反映问题,反映关于佳木斯市第一小学教室温度低的问题,已回复,供热办,反映问题,http://www.jms.gov.cn/html/zmhd/content/8580.html
2018-03-06,反映问题,反映佳木斯市第一小学教室温度低的问题,已回复,教育局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8579.html
2018-03-03,反映问题,反映饮用水发黄,已回复,食品药品监督管理局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8574.html
2018-02-06,反映问题,供热不是不好是根本没有供热,已回复,供热办,反映问题,http://www.jms.gov.cn/html/zmhd/content/8496.html
2018-02-06,反映问题,"反映房产父子过户时为何还需开具""我爸是我爸""的证明",已回复,房屋交易与产权管理中心,反映问题,http://www.jms.gov.cn/html/zmhd/content/8495.html
2018-02-05,反映问题,反映市第一中学某班级强制购买课外练习册,已回复,教育局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8491.html
2018-02-04,反映问题,反映路面结冰,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8485.html
2018-02-01,反映问题,佳木斯市的免费技能培训都培训那些项目？参与到这些免费技能培训里有什么前提条件吗？,已回复,人力资源和社会保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8476.html
2018-01-31,反映问题,反映补课问题严重,已回复,教育局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8469.html
2018-01-31,反映问题,佳木斯市友谊路中兴村马市每到星期日市场大集就发生公开的私屠滥宰牛羊等动物很不卫生,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8467.html
2018-01-27,反映问题,反映小区包烧不达标问题,已回复,供热办,反映问题,http://www.jms.gov.cn/html/zmhd/content/8459.html
2018-01-26,反映问题,反映金地家园供热太差我家才15度,已回复,供热办,反映问题,http://www.jms.gov.cn/html/zmhd/content/8453.html
2018-10-16,反映问题,反映万达三期物业服务太差,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/40051.html
2018-04-04,反映问题,反映佳运集团23路公交肇事无人处理,已回复,交通运输局,反映问题,http://www.jms.gov.cn/html/zmhd/content/28736.html
2018-04-03,反映问题,咨询2018棚户区改造,已回复,城乡规划局,反映问题,http://www.jms.gov.cn/html/zmhd/content/28731.html
2018-04-02,反映问题,反映安装广告栏,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/28727.html
2018-04-02,反映问题,反映市区内各小学午餐问题,已回复,教育局,反映问题,http://www.jms.gov.cn/html/zmhd/content/28726.html
2018-04-02,反映问题,反映野广告清理,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/28724.html
2018-04-02,反映问题,反映公交站牌破损,已回复,公交办,反映问题,http://www.jms.gov.cn/html/zmhd/content/28723.html
2018-04-02,反映问题,反映郊区胜利华城居民楼里众多舞蹈班严重扰民,已回复,郊区,反映问题,http://www.jms.gov.cn/html/zmhd/content/28722.html
2018-04-01,反映问题,反映市区烧纸严重,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/28720.html
2018-04-01,反映问题,佳西小区院内脏乱差问题,已回复,住房保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/28719.html
2018-04-01,反映问题,反映广场舞音乐扰民,已回复,前进区,反映问题,http://www.jms.gov.cn/html/zmhd/content/28718.html
2018-03-30,反映问题,反映退役士兵安置问题,已回复,民政局,反映问题,http://www.jms.gov.cn/html/zmhd/content/28713.html
2018-01-19,反映问题,反映天福城3、5号楼对讲门铃无法使用,已回复,住房保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/8412.html
2018-01-18,反映问题,反映交通管理问题,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/8409.html
2018-01-17,反映问题,反映2017年4月24日回迁房，是否该交以前的取暖费？,已回复,供热办,反映问题,http://www.jms.gov.cn/html/zmhd/content/8405.html
